auction_id,after_repair_value,auction_date,baths,bedrooms,cash_only,estimated_value,financing_available,home_square_footage,href,interior_access,lot_size,online_event,propertyViews,property_address,property_city,property_county,property_id,property_occupancy_status,property_state_code,property_type,property_zip,saved_count,trustee_sale,venue_code,venue_id,venue_type,year_built,est_debt,est_opening_bid,opening_bid,auction_status,bid_count,occupancy_status,status_label,zillow_id,zestimate_amount,zestimate_valuation_range_high,zestimate_valuation_range_low,zillow_last_date_sold,zillow_lasl_sold_price
2834872,388000,2019-09-25,1.0,3,True,388000.0,False,1092,/details/156-jordan-street-vallejo-ca-94591-2834872-e_13495,False,0.18,False,620.0,156 JORDAN STREET,Vallejo,Solano,2834872,Occupied,CA,SFR,94591,18.0,True,ZX20510,383724.0,Live,1942,70642.0,70642.41,70642.41,Gone,0.0,,Completed - Sold to 3rd Party,15673501,,,,2019-09-25,215100
