,auction_id,after_repair_value,auction_date,auction_status,baths,bedrooms,bid_count,cash_only,est_opening_bid,estimated_value,financing_available,home_square_footage,href,interior_access,lot_size,my_status,occupancy_status,online_event,propertyViews,property_address,property_city,property_county,property_id,property_occupancy_status,property_state_code,property_type,property_zip,saved_count,status_label,trustee_sale,venue_code,venue_id,venue_type,year_built
2815565,,,,,,,,,,,,,/details/1644-winthrop-ln-ceres-ca-95307-2815565-e_13443,,,canceled,,,,,,,,,,,,,,,,,,
2815779,,,,,,,,,,,,,/details/213-riverbend-ln-waterford-ca-95386-2815779-e_13651,,,canceled,,,,,,,,,,,,,,,,,,
2774702,,,,,,,,,,,,,/details/110-semple-st-modesto-ca-95354-2774702-e_13755,,,canceled,,,,,,,,,,,,,,,,,,
2756357,,,,,,,,,,,,,/details/526-osprey-drive-patterson-ca-95363-2756357-e_13547,,,canceled,,,,,,,,,,,,,,,,,,
2720239,,,,,,,,,,,,,/details/5520-fattoria-blvd-salida-ca-95368-2720239-e_13547,,,canceled,,,,,,,,,,,,,,,,,,
2651880,,,,,,,,,,,,,/details/840-starke-drive-ceres-ca-95307-2651880-e_13547,,,canceled,,,,,,,,,,,,,,,,,,
2124652,,,,,,,,,,,,,/details/1808-debonaire-dr-modesto-ca-95350-2124652-e_13547,,,canceled,,,,,,,,,,,,,,,,,,
2807552,,,,,,,,,,,,,/details/3035-colby-st-berkeley-ca-94705-2807552-e_13599a,,,canceled,,,,,,,,,,,,,,,,,,
2815134,,,,,,,,,,,,,/details/1815-kagehiro-dr-tracy-ca-95376-2815134-e_13651a,,,canceled,,,,,,,,,,,,,,,,,,
2731844,,,,,,,,,,,,,/details/8610-pershing-avenue-fair-oaks-ca-95628-2731844-e_900x,,,canceled,,,,,,,,,,,,,,,,,,
2814458,,,,,,,,,,,,,/details/109-lookout-ct-hercules-ca-94547-2814458-e_13599a,,,canceled,,,,,,,,,,,,,,,,,,
2824816,,,,,,,,,,,,,/details/1625-12th-street-los-osos-ca-93402-2824816-e_13442,,,canceled,,,,,,,,,,,,,,,,,,
2832837,,,,,,,,,,,,,/details/121-e-twin-palms-dr-palm-springs-ca-92264-2832837-e_13494,,,canceled,,,,,,,,,,,,,,,,,,
2845398,,,,,,,,,,,,,/details/1054-starbrook-dr-aka-1054-starbrook-galt-ca-95632-2845398-e_13495,,,canceled,,,,,,,,,,,,,,,,,,
2843872,,,,,,,,,,,,,/details/9980-autumn-sage-way-elk-grove-ca-95757-2843872-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2842407,,,,,,,,,,,,,/details/1350-trail-end-way-sacramento-ca-95834-2842407-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2839753,,,,,,,,,,,,,/details/12417-kibbie-lake-way-rancho-cordova-ca-95742-2839753-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2814554,,,,,,,,,,,,,/details/4082-polonius-cir-fremont-ca-94555-2814554-e_13859a,,,canceled,,,,,,,,,,,,,,,,,,
2845083,,,,,,,,,,,,,/details/1927-diamond-st-san-francisco-ca-94131-2845083-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2791141,,,,,,,,,,,,,/details/1791-bch-park-blvd-foster-city-ca-94404-2791141-e_13859a,,,canceled,,,,,,,,,,,,,,,,,,
2843892,,,,,,,,,,,,,/details/1200-baylor-way-dixon-ca-95620-2843892-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2840485,,,,,,,,,,,,,/details/202-mesa-verde-street-vallejo-ca-94589-2840485-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2834875,,,,,,,,,,,,,/details/3644-lorena-ave-castro-valley-ca-94546-2834875-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2840067,,,,,,,,,,,,,/details/10774-hellman-street-oakland-ca-94605-2840067-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2840068,,,,,,,,,,,,,/details/336-laguna-vista-alameda-ca-94501-2840068-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2840428,,,,,,,,,,,,,/details/1474-9th-street-oakland-ca-94607-2840428-e_13599,,,canceled,,,,,,,,,,,,,,,,,,
2805946,,,,,,,,,,,,,/details/333-santana-row-unit-207-san-jose-ca-95128-2805946-e_13599a,,,canceled,,,,,,,,,,,,,,,,,,
2814443,,,,,,,,,,,,,/details/2518-65th-ave-oakland-ca-94605-2814443-e_13599a,,,canceled,,,,,,,,,,,,,,,,,,
2090560,,,,,,,,,,,,,/details/701-talbot-avenue-albany-ca-94706-2090560-e_14327,,,canceled,,,,,,,,,,,,,,,,,,
2854411,,,,,,,,,,,,,/details/1560-adelaide-st-apt-19-concord-ca-94520-2854411-e_900x,,,canceled,,,,,,,,,,,,,,,,,,
2853300,,,,,,,,,,,,,/details/543-chaparral-loop-vacaville-ca-95688-2853300-e_13703,,,canceled,,,,,,,,,,,,,,,,,,
