auction_id,after_repair_value,auction_date,baths,bedrooms,cash_only,estimated_value,financing_available,home_square_footage,href,interior_access,lot_size,online_event,propertyViews,property_address,property_city,property_county,property_id,property_occupancy_status,property_state_code,property_type,property_zip,saved_count,trustee_sale,venue_code,venue_id,venue_type,year_built,est_debt,est_opening_bid,opening_bid,auction_status,bid_count,occupancy_status,status_label
2807552,,,,,,,,,/details/3035-colby-st-berkeley-ca-94705-2807552-e_13599a,,,,,,,,,,,,,,,,,,,,,,,,,
2805634,,,,,,,,,/details/1144-prunetree-ct-santa-rosa-ca-95401-2805634-e_13547a,,,,,,,,,,,,,,,,,,,,,,,,,
2687112,,,,,,,,,/details/19764-waverly-ave-hayward-ca-94541-2687112-e_13599,,,,,,,,,,,,,,,,,,,,,,,,,
1402125,,,,,,,,,/details/2562-las-gallinas-avenue-san-rafael-ca-94903-1402125-e_13495,,,,,,,,,,,,,,,,,,,,,,,,,
2832785,,,,,,,,,/details/4418-canoe-birch-court-concord-ca-94521-2832785-e_13495,,,,,,,,,,,,,,,,,,,,,,,,,
2815134,,,,,,,,,/details/1815-kagehiro-dr-tracy-ca-95376-2815134-e_13651a,,,,,,,,,,,,,,,,,,,,,,,,,
2819885,,,,,,,,,/details/28-edgemont-cir-walnut-creek-ca-94596-2819885-e_13495,,,,,,,,,,,,,,,,,,,,,,,,,
2832560,,,,,,,,,/details/2445-w-del-rio-drive-stockton-ca-95204-2832560-o_1261l,,,,,,,,,,,,,,,,,,,,,,,,,
2805946,,,,,,,,,/details/333-santana-row-unit-207-san-jose-ca-95128-2805946-e_13599a,,,,,,,,,,,,,,,,,,,,,,,,,
2834875,,,,,,,,,/details/3644-lorena-ave-castro-valley-ca-94546-2834875-e_13599,,,,,,,,,,,,,,,,,,,,,,,,,
2827324,,,,,,,,,/details/2619-courtney-way-stockton-ca-95210-2827324-e_13443,,,,,,,,,,,,,,,,,,,,,,,,,
2805953,,,,,,,,,/details/2312-belvedere-ave-san-leandro-ca-94577-2805953-e_13547a,,,,,,,,,,,,,,,,,,,,,,,,,
2780746,,,,,,,,,/details/9608-twin-creeks-ave-stockton-ca-95219-2780746-e_13547a,,,,,,,,,,,,,,,,,,,,,,,,,
2790737,,,,,,,,,/details/3423-south-b-street-stockton-ca-95206-2790737-e_13547,,,,,,,,,,,,,,,,,,,,,,,,,
2780886,,,,,,,,,/details/2080-gwinn-ave-san-martin-ca-95046-2780886-e_13547a,,,,,,,,,,,,,,,,,,,,,,,,,
2843865,,,,,,,,,/details/15560-monte-rosa-avenue-guerneville-ca-95446-2843865-e_13547,,,,,,,,,,,,,,,,,,,,,,,,,
2814554,,,,,,,,,/details/4082-polonius-cir-fremont-ca-94555-2814554-e_13599a,,,,,,,,,,,,,,,,,,,,,,,,,
2813021,,,,,,,,,/details/1679-valley-crest-court-san-jose-ca-95131-2813021-e_13443,,,,,,,,,,,,,,,,,,,,,,,,,
2596579,,,,,,,,,/details/2000-cliffwood-drive-fairfield-ca-94534-2596579-e_13495,,,,,,,,,,,,,,,,,,,,,,,,,
2815333,,,,,,,,,/details/3110-lerwick-road-sacramento-ca-95821-2815333-o_1258l,,,,,,,,,,,,,,,,,,,,,,,,,
2791141,,,,,,,,,/details/1791-bch-park-blvd-foster-city-ca-94404-2791141-e_13599a,,,,,,,,,,,,,,,,,,,,,,,,,
2840680,,,,,,,,,/details/1615-middlefield-ave-stockton-ca-95204-2840680-e_13547,,,,,,,,,,,,,,,,,,,,,,,,,
2814443,,,,,,,,,/details/2518-65th-ave-oakland-ca-94605-2814443-e_13547a,,,,,,,,,,,,,,,,,,,,,,,,,
2840428,,,,,,,,,/details/1474-9th-street-oakland-ca-94607-2840428-e_13599,,,,,,,,,,,,,,,,,,,,,,,,,
2720239,,,,,,,,,/details/5520-fattoria-blvd-salida-ca-95368-2720239-e_13547,,,,,,,,,,,,,,,,,,,,,,,,,
2763774,,,,,,,,,/details/2111-watermill-rd-san-ramon-ca-94582-2763774-e_13495,,,,,,,,,,,,,,,,,,,,,,,,,
