auction_id,after_repair_value,auction_date,auction_status,baths,bedrooms,bid_count,cash_only,est_debt,est_opening_bid,estimated_value,financing_available,home_square_footage,href,interior_access,lot_size,occupancy_status,online_event,opening_bid,propertyViews,property_address,property_city,property_county,property_id,property_occupancy_status,property_state_code,property_type,property_zip,saved_count,status_label,trustee_sale,venue_code,venue_id,venue_type,year_built
2796301.0,294000,2019-11-19,Unknown,1,3,0.0,1.0,205598.0,165000.0,294000.0,0.0,1064,/details/9921-redstone-drive-sacramento-ca-95827-2796301-e_13911,0.0,0.16,,0.0,165000.0,170.0,9921 REDSTONE DRIVE,Sacramento,Sacramento,2796301,Occupied,CA,SFR,95827,27.0,Active - Scheduled for Auction,1.0,AE3003,398278.0,Live,1961
1455760.0,348000,2019-09-23,Unknown,3,3,0.0,1.0,,,348000.0,0.0,2005,/details/3335-sacramento-drive-redding-ca-96001-1455760-e_13495a,0.0,0.39,,0.0,,225.0,3335 SACRAMENTO DRIVE,Redding,Shasta,1455760,Occupied,CA,SFR,96001,8.0,Active - Scheduled for Auction,1.0,ZT2000,401990.0,Live,1959
2805520.0,385000,2019-10-08,Unknown,2,3,0.0,1.0,229793.0,185000.0,385000.0,0.0,1516,/details/8209-alba-ct-citrus-heights-ca-95610-2805520-e_13599,0.0,0.19,,0.0,185000.0,532.0,8209 ALBA CT,Citrus Heights,Sacramento,2805520,Occupied,CA,SFR,95610,42.0,Active - Scheduled for Auction,1.0,ZW2009,386312.0,Live,1978
2799764.0,292000,2019-09-10,Unknown,2,3,0.0,1.0,,0.0,292000.0,0.0,1090,/details/4124-cortright-way-north-highlands-ca-95660-2799764-e_13391a,0.0,0.17,,0.0,,163.0,4124 CORTRIGHT WAY,North Highlands,Sacramento,2799764,Occupied,CA,SFR,95660,18.0,Active - Postponed to,1.0,ZI3501,395382.0,Live,1963
2800025.0,350000,2019-09-24,Unknown,3,4,0.0,1.0,114917.0,90000.0,350000.0,0.0,1560,/details/2-odom-court-sacramento-ca-95823-2800025-e_13495,0.0,0.19,,0.0,90000.0,2259.0,2 ODOM COURT,Sacramento,Sacramento,2800025,Occupied,CA,SFR,95823,110.0,Active - Scheduled for Auction,1.0,EY13007,382145.0,Live,1985
2801308.0,299000,2019-10-22,Unknown,1,2,0.0,1.0,153041.0,120000.0,299000.0,0.0,756,/details/451-peralta-avenue-sacramento-ca-95833-2801308-e_13703,0.0,0.47,,0.0,120000.0,589.0,451 PERALTA AVENUE,Sacramento,Sacramento,2801308,Occupied,CA,SFR,95833,29.0,Active - Scheduled for Auction,1.0,DY13001,394019.0,Live,1942
2815779.0,,,,,,,,,,,,,/details/213-riverbend-ln-waterford-ca-95386-2815779-e_13651,,,,,,,,,,,,,,,,,,,,,
2802215.0,407000,2019-10-08,Unknown,2,3,0.0,1.0,306311.0,200000.0,407000.0,0.0,1352,/details/8337-argo-dr-citrus-heights-ca-95610-2802215-e_13599,0.0,0.18,,0.0,200000.0,71.0,8337 ARGO DR,Citrus Heights,Sacramento,2802215,Occupied,CA,SFR,95610,47.0,Active - Scheduled for Auction,1.0,ZW2052,386312.0,Live,1976
2748584.0,671000,2019-10-22,Unknown,2,4,0.0,1.0,425445.0,340000.0,671000.0,0.0,1215,/details/1374-cape-cod-way-concord-ca-94521-2748584-e_13703,0.0,0.14,,0.0,340000.0,1043.0,1374 CAPE COD WAY,Concord,Contra Costa,2748584,Occupied,CA,SFR,94521,65.0,Active - Scheduled for Auction,1.0,AA1000,388702.0,Live,1954
2824105.0,,,,,,,,,,,,,/details/950-cragmont-avenue-berkeley-ca-94708-2824105-e_13495,,,,,,,,,,,,,,,,,,,,,
2810555.0,401000,2019-11-19,Unknown,1,3,0.0,1.0,,235000.0,401000.0,0.0,1404,/details/7925-twin-oaks-ave-citrus-heights-ca-95610-2810555-e_13911,0.0,0.26,,0.0,235000.0,43.0,7925 TWIN OAKS AVE,Citrus Heights,Sacramento,2810555,Occupied,CA,SFR,95610,45.0,Active - Scheduled for Auction,1.0,AE3006,398278.0,Live,1957
2802761.0,308000,2019-09-24,Unknown,2,4,0.0,1.0,84244.0,65000.0,308000.0,0.0,1058,/details/5570-ontario-street-sacramento-ca-95820-2802761-e_13495,0.0,0.13,,0.0,65000.0,1233.0,5570 ONTARIO STREET,Sacramento,Sacramento,2802761,Occupied,CA,SFR,95820,98.0,Active - Scheduled for Auction,1.0,EY13014,382145.0,Live,1957
2807241.0,472000,2019-09-24,Unknown,2,3,0.0,1.0,422681.0,325000.0,472000.0,0.0,1706,/details/36-fallwind-circle-sacramento-ca-95831-2807241-e_13495,0.0,0.21,,0.0,325000.0,254.0,36 FALLWIND CIRCLE,Sacramento,Sacramento,2807241,Occupied,CA,SFR,95831,18.0,Active - Scheduled for Auction,1.0,EY13027,382145.0,Live,1982
2763854.0,621000,2019-10-28,Unknown,2,6,0.0,1.0,,,621000.0,0.0,2388,/details/234-s-5th-st-richmond-ca-94804-2763854-e_13755a,0.0,0.13,,0.0,,196.0,234 S 5TH ST,Richmond,Contra Costa,2763854,Occupied,CA,Duplex,94804,38.0,Active - Scheduled for Auction,1.0,AA1000,402533.0,Live,1926
2734934.0,1175000,2019-09-24,Unknown,2,4,0.0,1.0,314805.0,250000.0,1175000.0,0.0,2166,/details/8-waterberry-ct-pleasant-hill-ca-94523-2734934-e_13495,0.0,0.23,,0.0,250000.0,1944.0,8 WATERBERRY CT,Pleasant Hill,Contra Costa,2734934,Occupied,CA,SFR,94523,246.0,Active - Scheduled for Auction,1.0,AE3010,392505.0,Live,1970
2757592.0,670000,2019-09-24,Unknown,3,4,0.0,1.0,279673.0,225000.0,670000.0,0.0,2297,/details/938-country-glen-lane-brentwood-ca-94513-2757592-e_13495,0.0,0.13,,0.0,225000.0,1049.0,938 COUNTRY GLEN LANE,Brentwood,Contra Costa,2757592,Occupied,CA,SFR,94513,113.0,Active - Scheduled for Auction,1.0,AE3003,392505.0,Live,1999
2799202.0,316000,2019-09-24,Unknown,2,3,0.0,1.0,,,316000.0,0.0,1172,/details/7815-charmette-way-sacramento-ca-95823-2799202-e_13495a,0.0,0.13,,0.0,,5.0,7815 CHARMETTE WAY,Sacramento,Sacramento,2799202,Occupied,CA,SFR,95823,6.0,Active - Scheduled for Auction,1.0,AC2000,405099.0,Live,1974
2799205.0,316000,2019-10-01,Unknown,2,3,0.0,1.0,,,316000.0,0.0,1434,/details/7621-suncove-ln-sacramento-ca-95828-2799205-e_13547a,0.0,0.01,,0.0,,9.0,7621 SUNCOVE LN,Sacramento,Sacramento,2799205,Occupied,CA,Condo,95828,19.0,Active - Scheduled for Auction,1.0,ZT23500,405144.0,Live,1995
2798694.0,1654000,2019-10-02,Unknown,4,4,0.0,1.0,,,1654000.0,0.0,5051,/details/9780-wexford-cir-granite-bay-ca-95746-2798694-e_13547a,0.0,,,0.0,,2458.0,9780 WEXFORD CIR,Granite Bay,Placer,2798694,Occupied,CA,SFR,95746,51.0,Active - Scheduled for Auction,1.0,AA1000,386628.0,Live,2004
2819174.0,406000,2019-10-11,Unknown,2,3,0.0,1.0,,,406000.0,0.0,1470,/details/7767-madison-avenue-citrus-heights-ca-95610-2819174-e_13599a,0.0,0.28,,0.0,,171.0,7767 MADISON AVENUE,Citrus Heights,Sacramento,2819174,Occupied,CA,SFR,95610,13.0,Active - Scheduled for Auction,1.0,AB1500,398693.0,Live,1960
2798702.0,437000,2019-09-19,Unknown,3,4,0.0,1.0,,,437000.0,0.0,2060,/details/8057-braemore-dr-sacramento-ca-95828-2798702-e_13443a,0.0,0.14,,0.0,,226.0,8057 BRAEMORE DR,Sacramento,Sacramento,2798702,Occupied,CA,SFR,95828,37.0,Active - Scheduled for Auction,1.0,AB1501,391834.0,Live,1985
2806386.0,473000,2019-11-19,Unknown,2,4,0.0,1.0,308079.0,245000.0,473000.0,0.0,2109,/details/8814-boreal-way-elk-grove-ca-95758-2806386-e_13911,0.0,0.14,,0.0,245000.0,316.0,8814 BOREAL WAY,Elk Grove,Sacramento,2806386,,CA,SFR,95758,32.0,Active - Scheduled for Auction,1.0,AE3000,398278.0,Live,1990
1985147.0,,,,,,,,,,,,,/details/710-mariners-island-blvd-108-san-mateo-ca-94404-1985147-e_13443,,,,,,,,,,,,,,,,,,,,,
