auction_id,after_repair_value,auction_date,auction_status,baths,bedrooms,bid_count,cash_only,est_debt,est_opening_bid,estimated_value,financing_available,home_square_footage,href,interior_access,lot_size,occupancy_status,online_event,opening_bid,propertyViews,property_address,property_city,property_county,property_id,property_occupancy_status,property_state_code,property_type,property_zip,saved_count,status_label,trustee_sale,venue_code,venue_id,venue_type,year_built
2823464.0,451000,2019-09-11,Gone,2,3,0.0,1.0,388686.0,275000.0,451000.0,0.0,1320,/details/125-de-paul-dr-vallejo-ca-94589-2823464-e_13391,0.0,0.14,,0.0,275000.0,243.0,125 DE PAUL DR,Vallejo,Solano,2823464,Occupied,CA,SFR,94589,9.0,Completed - Reverted to Beneficiary,1.0,ZR22506,386292.0,Live,1978
2824104.0,710000,2019-09-12,Gone,1.5,1,0.0,1.0,252211.0,252211.33,710000.0,0.0,957,/details/6625-hillmont-dr-oakland-ca-94605-2824104-e_13391,0.0,0.17,,0.0,252211.33,809.0,6625 HILLMONT DR,Oakland,Alameda,2824104,Occupied,CA,SFR,94605,25.0,Completed - Sold to 3rd Party,1.0,ZJ18507,381258.0,Live,1925
2815916.0,496000,2019-09-16,Sold subject to,,,0.0,,,,,,,/details/871-swan-dr-manteca-ca-95337-2815916-o_1257l,,,Occupied,1.0,,1477.0,,,,2815916,,,SFR,,,Pending,,YY26329,397355.0,,1994
1264092.0,563000,2019-11-14,Unknown,3,5,0.0,1.0,406668.0,325000.0,563000.0,0.0,3297,/details/16780-gold-nugget-trl-lathrop-ca-95330-1264092-e_13859,0.0,0.12,,0.0,325000.0,210.0,16780 GOLD NUGGET TRL,Lathrop,San Joaquin,1264092,Occupied,CA,SFR,95330,41.0,Active - Scheduled for Auction,1.0,AA1001,392521.0,Live,2005
2694881.0,580000,2019-09-11,Gone,2,4,0.0,1.0,456203.0,335000.0,580000.0,0.0,1942,/details/746-del-mar-circle-vacaville-ca-95688-2694881-e_13391,0.0,0.08,,0.0,335000.0,284.0,746 DEL MAR CIRCLE,Vacaville,Solano,2694881,Occupied,CA,SFR,95688,26.0,Completed - Sold to 3rd Party,1.0,ZR22518,386292.0,Live,2014
2829026.0,358000,2019-09-11,Gone,1,2,0.0,1.0,320508.0,200000.0,358000.0,0.0,1096,/details/718-springs-rd-vallejo-ca-94590-2829026-e_13391,0.0,0.09,,0.0,200000.0,217.0,718 SPRINGS RD,Vallejo,Solano,2829026,Occupied,CA,SFR,94590,4.0,Completed - Sold to 3rd Party,1.0,ZR22509,386292.0,Live,1934
2829029.0,663000,2019-09-11,Gone,2.5,4,0.0,1.0,453868.0,453868.37,663000.0,0.0,2306,/details/153-camino-del-sol-vallejo-ca-94591-2829029-e_13391,0.0,0.08,,0.0,453868.37,550.0,153 CAMINO DEL SOL,Vallejo,Solano,2829029,Occupied,CA,SFR,94591,11.0,Completed - Reverted to Beneficiary,1.0,ZR22510,386292.0,Live,1992
2787177.0,861000,2019-09-10,Gone,1,2,0.0,1.0,239997.0,239997.76,861000.0,0.0,957,/details/129-pioneer-ave-walnut-creek-ca-94597-2787177-e_13391,0.0,0.33,,0.0,239997.76,1089.0,129 PIONEER AVE,Walnut Creek,Contra Costa,2787177,Occupied,CA,SFR,94597,58.0,Completed - Sold to 3rd Party,1.0,ZO21016,385367.0,Live,1951
1365490.0,446000,2019-09-10,Gone,3,4,0.0,1.0,558846.0,328781.67,446000.0,0.0,2088,/details/5506-sagpond-way-sacramento-ca-95835-1365490-e_13391,0.0,0.06,,0.0,328781.67,490.0,5506 SAGPOND WAY,Sacramento,Sacramento,1365490,Occupied,CA,SFR,95835,23.0,Completed - Sold to 3rd Party,1.0,ZI18040,378717.0,Live,2005
2719859.0,391000,2019-10-03,Unknown,2,3,0.0,1.0,229738.0,185000.0,391000.0,0.0,1040,/details/298-shadywood-avenue-lathrop-ca-95330-2719859-e_13547,0.0,0.12,,0.0,185000.0,57.0,298 SHADYWOOD AVENUE,Lathrop,San Joaquin,2719859,Occupied,CA,SFR,95330,56.0,Active - Scheduled for Auction,1.0,ZV24515,385706.0,Live,1998
2831476.0,Not Available,2019-09-05,Sold subject to,,,4.0,,,,,,,/details/1142-corby-avenue-santa-rosa-ca-95407-2831476-o_1256l,,,Occupied,1.0,,355.0,,,,2831476,,,SFR,,,Pending,,AJ14344,394871.0,,1946
2671990.0,302000,2019-09-19,Unknown,2,3,0.0,1.0,127175.0,100000.0,302000.0,0.0,1313,/details/2101-la-jolla-dr-stockton-ca-95204-2671990-e_13443,0.0,0.14,,0.0,100000.0,240.0,2101 LA JOLLA DR,Stockton,San Joaquin,2671990,Occupied,CA,SFR,95204,9.0,Active - Scheduled for Auction,1.0,ZW25012,389263.0,Live,1955
2807932.0,373000,2019-09-08,Sold,,,8.0,,,,,,,/details/8729-los-olivas-ct-stockton-ca-95210-2807932-o_1256,,,Occupied,1.0,,337.0,,,,2807932,,,SFR,,,Pending,,AD56612,398507.0,,1969
2755973.0,471000,2019-10-08,Unknown,1,2,0.0,1.0,319796.0,255000.0,471000.0,0.0,845,/details/2214-rheem-ave-richmond-ca-94801-2755973-e_13599,0.0,0.06,,0.0,255000.0,27.0,2214 RHEEM AVE,Richmond,Contra Costa,2755973,Occupied,CA,SFR,94801,37.0,Active - Scheduled for Auction,1.0,ZY26020,386699.0,Live,1953
2805768.0,487000,2019-09-24,Unknown,2,3,0.0,1.0,,,487000.0,0.0,1715,/details/3991-71st-st-sacramento-ca-95820-2805768-e_13495a,0.0,0.23,,0.0,,25.0,3991 71ST ST,Sacramento,Sacramento,2805768,Occupied,CA,SFR,95820,12.0,Active - Scheduled for Auction,1.0,AC2001,405099.0,Live,1965
